site_id,network,longitude,latitude,in_kfold_shallow,in_kfold_middle,oos_shallow,oos_middle,fully_oos
1010,USCRN,-110.5,31.59,TRUE,TRUE,FALSE,FALSE,FALSE
1590,USCRN,-114.18,32.83,TRUE,FALSE,FALSE,TRUE,FALSE
1613,USCRN,-112.33,35.75,TRUE,FALSE,FALSE,TRUE,FALSE
SNTL:1121,SNTL,-111.74479,35.26773,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1125,SNTL,-111.50868,34.96942,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2026,SCAN,-110.05,31.73333,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:308,SNTL,-111.40651,34.456540000000004,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1140,SNTL,-111.38262,34.45551999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:310,SNTL,-109.50357,33.97845,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1212,SNTL,-111.60497,34.86142,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:969,SNTL,-111.41219,34.74594,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1139,SNTL,-112.06221,35.26238,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:640,SNTL,-111.51864,34.94141,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:861,SNTL,-112.14966,35.141890000000004,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1271,SNTL,-109.76531,33.97121,TRUE,TRUE,FALSE,FALSE,FALSE
1129,USCRN,-91.78,35.81999999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2083,SCAN,-92.02632,34.25188,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2091,SCAN,-91.35017,34.27788,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2090,SCAN,-92.92462,35.20842,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2030,SCAN,-91.88333,34.85,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2084,SCAN,-90.81769,34.7849,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2085,SCAN,-90.45031,35.27732,TRUE,TRUE,FALSE,FALSE,FALSE
1015,USCRN,-122.6,40.65,TRUE,TRUE,FALSE,FALSE,FALSE
1105,USCRN,-117.14,36.6,TRUE,FALSE,FALSE,TRUE,FALSE
1508,USCRN,-119.82,37.75,TRUE,TRUE,FALSE,FALSE,FALSE
1528,USCRN,-117.18999999999998,33.43,TRUE,FALSE,FALSE,TRUE,FALSE
1529,USCRN,-119.87,34.41,FALSE,FALSE,TRUE,TRUE,TRUE
1050,USCRN,-120.87999999999998,37.23,TRUE,TRUE,FALSE,FALSE,FALSE
1531,USCRN,-123.07,38.31999999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1051,SNTL,-119.89419999999998,38.71943,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2189,SCAN,-119.59608,35.11807,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2190,SCAN,-116.35132,36.32502,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2187,SCAN,-117.97383000000002,37.37222,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2183,SCAN,-115.30505,33.80208,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2191,SCAN,-118.82643,37.63423,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2192,SCAN,-120.72472,40.6175,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2185,SCAN,-115.16692999999998,34.67235,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:473,SNTL,-120.0545,38.93403,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1049,SNTL,-119.9597,38.68245,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:508,SNTL,-119.9374,38.8519,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:518,SNTL,-119.91641,38.92431,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1050,SNTL,-119.88732000000002,38.83652,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:539,SNTL,-120.29367,39.45269,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:540,SNTL,-120.28226,39.49001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:541,SNTL,-120.31341999999998,39.42752,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:574,SNTL,-119.61281,38.27593999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2149,SCAN,-118.4209,37.77767,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:633,SNTL,-119.60869999999998,38.6683,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:784,SNTL,-120.26576,39.18986000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:724,SNTL,-120.13139,38.99927,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2186,SCAN,-115.71510000000002,35.466069999999995,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:778,SNTL,-119.81741,38.66627,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1052,SNTL,-119.53522,38.39747,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:834,SNTL,-120.18407000000002,39.30087,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:846,SNTL,-119.23433,38.07298000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:848,SNTL,-120.21865,39.13545,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1277,SNTL,-120.60805,40.68799,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2214,SCAN,-120.6872,41.05204,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:356,SNTL,-119.92455,38.60801,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2215,SCAN,-119.12645,38.26477,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1067,SNTL,-120.00220000000002,38.692699999999995,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:575,SNTL,-119.55111,38.30367,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:428,SNTL,-120.36807,39.32565000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:809,SNTL,-120.15362,39.17162,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:462,SNTL,-119.80468,38.5497,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:463,SNTL,-120.0795,38.849,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2184,SCAN,-115.09763,33.654700000000005,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2218,SCAN,-122.55083,40.79361000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:587,SNTL,-119.36572,38.43745,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2219,SCAN,-119.47831,34.97018,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1258,SNTL,-120.71574,41.98609,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2217,SCAN,-120.55463,36.54417,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:697,SNTL,-119.62624,38.50576,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:771,SNTL,-119.6003,38.31021,TRUE,TRUE,FALSE,FALSE,FALSE
1109,USCRN,-107.69,38.54,TRUE,TRUE,FALSE,FALSE,FALSE
1232,USCRN,-108.5,37.25,TRUE,TRUE,FALSE,FALSE,FALSE
1110,USCRN,-103.82,37.86,TRUE,TRUE,FALSE,FALSE,FALSE
1014,USCRN,-104.75,40.8,TRUE,TRUE,FALSE,FALSE,FALSE
1045,USCRN,-105.54,40.03,TRUE,FALSE,FALSE,TRUE,FALSE
1108,USCRN,-108.96,40.24,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:387,SNTL,-107.80287,37.657509999999995,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1059,SNTL,-106.5988,38.16273,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:485,SNTL,-106.19784,39.38013999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:505,SNTL,-105.8694,39.64645999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:935,SNTL,-105.80355,39.57096,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:586,SNTL,-107.92475,37.79895,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:914,SNTL,-105.43666,37.85191999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1014,SNTL,-106.02802,39.79565000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2017,SCAN,-104.74033,40.85989,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:682,SNTL,-107.87951,39.04433000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:688,SNTL,-105.84606,40.39803,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:701,SNTL,-106.33967,38.48864,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:737,SNTL,-107.04933,39.01467000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1141,SNTL,-106.74504,38.99070999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1030,SNTL,-106.38141,40.35098,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:335,SNTL,-105.77786,39.80364,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1187,SNTL,-105.75472,40.03589999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1185,SNTL,-108.18376,37.78968,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:369,SNTL,-106.54231,39.08758,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:938,SNTL,-106.11316,39.30378,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:939,SNTL,-106.08063,39.02611,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:378,SNTL,-107.59902,39.87504,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:380,SNTL,-106.95327,38.89435,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:457,SNTL,-106.7814,40.5337,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1251,SNTL,-105.58486,40.13632,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:415,SNTL,-106.17154,39.48917,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2197,SCAN,-104.71068,40.822799999999994,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:430,SNTL,-105.19988,37.20939,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:607,SNTL,-106.67095,40.07832,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:793,SNTL,-105.9198,40.22532,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:802,SNTL,-106.1577,39.71802999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:937,SNTL,-105.91072,39.43579,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:589,SNTL,-108.19636,37.89169,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:580,SNTL,-106.54823,37.38028,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1033,SNTL,-106.59544,40.79492,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:531,SNTL,-106.05999,39.36092,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:970,SNTL,-105.90655,39.7645,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1060,SNTL,-108.11405,37.50356,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1123,SNTL,-105.7654,40.51154,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:762,SNTL,-107.20392,37.99076,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:940,SNTL,-106.74833,40.81557,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:839,SNTL,-107.25971,37.72172,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:840,SNTL,-106.83528,37.48563,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:857,SNTL,-105.12262,37.21423,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1042,SNTL,-105.6025,40.201,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:874,SNTL,-106.80234,37.47903,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:680,SNTL,-106.58962,38.81982,TRUE,TRUE,FALSE,FALSE,FALSE
1032,USCRN,-84.47,31.31,TRUE,TRUE,FALSE,FALSE,FALSE
1033,USCRN,-84.44,31.19,TRUE,TRUE,FALSE,FALSE,FALSE
1111,USCRN,-83.38,33.78,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2027,SCAN,-83.55,31.499999999999993,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2013,SCAN,-83.43333,33.88333,TRUE,TRUE,FALSE,FALSE,FALSE
1037,USCRN,-88.37000000000002,40.05,TRUE,TRUE,FALSE,FALSE,FALSE
1038,USCRN,-88.85,41.84,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2004,SCAN,-89.9,40.31667,TRUE,TRUE,FALSE,FALSE,FALSE
1510,USCRN,-86.57,38.88000000000001,TRUE,TRUE,FALSE,FALSE,FALSE
1013,USCRN,-91.87,30.090000000000003,TRUE,TRUE,FALSE,FALSE,FALSE
1012,USCRN,-92.11,32.88,TRUE,TRUE,FALSE,FALSE,FALSE
1039,USCRN,-95.87,48.3,TRUE,TRUE,FALSE,FALSE,FALSE
1447,USCRN,-92.99,46.11,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2002,SCAN,-93.95,45.41667,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2050,SCAN,-96.26667,47.71667000000001,TRUE,TRUE,FALSE,FALSE,FALSE
1570,USCRN,-89.43,34.82,TRUE,TRUE,FALSE,FALSE,FALSE
1036,USCRN,-89.07,32.330000000000005,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2032,SCAN,-90.65,33.38333000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2024,SCAN,-89.86667,34.25,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2025,SCAN,-89.9,34.23333,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2110,SCAN,-90.51989,32.86153,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2087,SCAN,-91.05993,32.9972,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2033,SCAN,-90.94208,32.75358000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2046,SCAN,-90.90496,33.97370000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2109,SCAN,-90.57297,33.65910999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2070,SCAN,-91.10184,33.61962,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2086,SCAN,-90.51151,33.0875,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2064,SCAN,-88.78051,33.47094,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2082,SCAN,-88.74162,30.4712,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2034,SCAN,-90.41142,34.6764,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2035,SCAN,-90.35843,34.06301,TRUE,TRUE,FALSE,FALSE,FALSE
1046,USCRN,-113.43,48.74000000000001,TRUE,FALSE,FALSE,TRUE,FALSE
1468,USCRN,-113,45.15,TRUE,FALSE,FALSE,TRUE,FALSE
1612,USCRN,-110.28,46.88000000000001,TRUE,TRUE,FALSE,FALSE,FALSE
1002,USCRN,-105.2,48.48,TRUE,TRUE,FALSE,FALSE,FALSE
1001,USCRN,-105.1,48.29999999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:349,SNTL,-113.43095,46.414,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2117,SCAN,-111.92363,48.30453,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2019,SCAN,-109.8,48.48333,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2121,SCAN,-107.12731,47.522,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:568,SNTL,-111.82498,44.58907000000001,FALSE,FALSE,TRUE,TRUE,TRUE
SNTL:578,SNTL,-110.96625,45.50410000000001,FALSE,TRUE,TRUE,FALSE,FALSE
SCAN:581,SCAN,-105.18702,47.21415,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2119,SCAN,-109.95082,47.05818,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2120,SCAN,-104.247,47.77102,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:781,SNTL,-110.62165,46.77962000000001,FALSE,FALSE,TRUE,TRUE,TRUE
SCAN:808,SCAN,-111.58655,45.80272,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2118,SCAN,-111.18423,48.43578000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:862,SNTL,-109.90987,45.04575,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:903,SNTL,-112.50787,46.84234,FALSE,TRUE,TRUE,FALSE,FALSE
SNTL:594,SNTL,-115.70457,47.45749,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:835,SNTL,-114.44755,46.14287,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:783,SNTL,-114.33371,47.179019999999994,TRUE,TRUE,FALSE,FALSE,FALSE
1020,USCRN,-106.88,34.35,TRUE,TRUE,FALSE,FALSE,FALSE
1138,USCRN,-106.52,35.85,TRUE,TRUE,FALSE,FALSE,FALSE
1307,USCRN,-106.74,32.61,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2015,SCAN,-105.41667,34.25,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2172,SCAN,-106.05668,36.0908,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2107,SCAN,-103.242,33.53513,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:921,SNTL,-105.80584,35.7073,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:532,SNTL,-106.2637,36.71632,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2168,SCAN,-106.69997,32.55660000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2169,SCAN,-106.76288,34.771499999999996,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:922,SNTL,-105.78487,35.77154,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2171,SCAN,-106.69127,34.35813000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1083,SNTL,-105.52706,36.1279,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1017,SNTL,-106.81361,36.02653,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:854,SNTL,-105.54337,35.77584,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2108,SCAN,-103.63097,33.53382,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:715,SNTL,-105.34145,36.69935,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1169,SNTL,-105.2392,36.787650000000006,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1138,SNTL,-108.94556,36.17716,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:491,SNTL,-105.55742,36.19418,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1173,SNTL,-106.54805,36.00469,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1170,SNTL,-105.33038,36.40869,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:744,SNTL,-106.83408,36.001520000000006,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1034,SNTL,-105.79467,33.40682,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:708,SNTL,-106.39179,35.92195,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1254,SNTL,-105.62949,36.07196,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1168,SNTL,-105.45617,36.58195,TRUE,TRUE,FALSE,FALSE,FALSE
1611,USCRN,-99.47,46.77,TRUE,FALSE,FALSE,TRUE,FALSE
1139,USCRN,-103.37,46.89,TRUE,FALSE,FALSE,TRUE,FALSE
1235,USCRN,-102.17,48.96,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2020,SCAN,-100.91667,46.76667,TRUE,TRUE,FALSE,FALSE,FALSE
1068,USCRN,-101.59,36.59,TRUE,TRUE,FALSE,FALSE,FALSE
1772,USCRN,-101.6,36.56,TRUE,TRUE,FALSE,FALSE,FALSE
1005,USCRN,-97.09,36.11,TRUE,TRUE,FALSE,FALSE,FALSE
1006,USCRN,-97.1,36.13,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2022,SCAN,-98.01667,35.55,TRUE,TRUE,FALSE,FALSE,FALSE
1123,USCRN,-75.78,39.85000000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2028,SCAN,-76.66667,40.66667,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2036,SCAN,-77.93333,40.71667,TRUE,TRUE,FALSE,FALSE,FALSE
1121,USCRN,-85.13,36.01,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2076,SCAN,-86.8938,35.0747,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2077,SCAN,-86.19113,35.13905,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2075,SCAN,-86.59137000000001,35.06445000000001,TRUE,TRUE,FALSE,FALSE,FALSE
1085,USCRN,-75.92,37.29,FALSE,FALSE,TRUE,TRUE,TRUE
1346,USCRN,-78.46,37.99,TRUE,FALSE,FALSE,TRUE,FALSE
SCAN:2089,SCAN,-80.13333,36.63333000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2088,SCAN,-79.2,37.91667,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2039,SCAN,-78.11667,38.23333,TRUE,TRUE,FALSE,FALSE,FALSE
1024,USCRN,-79.47,39.01,TRUE,TRUE,FALSE,FALSE,FALSE
1114,USCRN,-90.17,44.059999999999995,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2003,SCAN,-88.58333000000002,45.46666999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2196,SCAN,-90.3899,42.70785,TRUE,TRUE,FALSE,FALSE,FALSE
1107,USCRN,-110.71,43.66,TRUE,FALSE,FALSE,TRUE,FALSE
1144,USCRN,-108.66,42.67,TRUE,FALSE,FALSE,TRUE,FALSE
1487,USCRN,-104.43,44.51,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:342,SNTL,-109.25965,42.6458,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1119,SNTL,-106.714,41.05623,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:358,SNTL,-107.5811,44.67881,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1130,SNTL,-109.3774,43.6748,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:460,SNTL,-110.2023,43.13097,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:497,SNTL,-110.43495,43.34298,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:554,SNTL,-110.80177,42.26554000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1134,SNTL,-109.0883,42.5801,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:577,SNTL,-110.66628,44.20862,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1196,SNTL,-106.34697,41.378330000000005,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1133,SNTL,-109.4112,42.7121,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:730,SNTL,-110.9099,42.5075,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:764,SNTL,-110.66917,44.13361,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1132,SNTL,-107.0136,44.34847,FALSE,FALSE,TRUE,TRUE,TRUE
SNTL:798,SNTL,-107.40035,44.72279,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2018,SCAN,-104.13333,42.06667,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:826,SNTL,-108.89572,42.695249999999994,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:367,SNTL,-106.23038,41.36038,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:571,SNTL,-105.86051,42.43566,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1046,SNTL,-106.23101,41.23843,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1045,SNTL,-105.38571,41.22824,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:872,SNTL,-105.57782,42.27991,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:837,SNTL,-110.22122,44.15178,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1082,SNTL,-110.92783,43.77933,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:772,SNTL,-106.5025,41.32950000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1015,SNTL,-107.2574,41.40107,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:1047,SNTL,-106.94284,41.070510000000006,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:732,SNTL,-107.17043,41.11179,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:816,SNTL,-110.57717,44.36916999999999,TRUE,TRUE,FALSE,FALSE,FALSE
SNTL:831,SNTL,-110.5914,42.76393,TRUE,TRUE,FALSE,FALSE,FALSE
1119,USCRN,-85.96,34.28000000000001,TRUE,TRUE,FALSE,FALSE,FALSE
1122,USCRN,-87.24,32.45,TRUE,TRUE,FALSE,FALSE,FALSE
1124,USCRN,-87.87,30.54000000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2057,SCAN,-86.55,34.78333000000001,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2078,SCAN,-86.60236,34.89375,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2177,SCAN,-86.05253,32.28393,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2113,SCAN,-86.79897,34.19492,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2055,SCAN,-86.16557,34.4448,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2173,SCAN,-87.98685,34.81982,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2180,SCAN,-87.69797,30.523800000000005,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2114,SCAN,-88.19743,32.608,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2178,SCAN,-85.91028,32.41222,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2181,SCAN,-87.55277,31.10923,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2176,SCAN,-86.89137,32.40392,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2056,SCAN,-86.68333,34.43333,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2179,SCAN,-87.45618,34.17973,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2115,SCAN,-85.74802,32.43455,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2175,SCAN,-85.51818,33.331680000000006,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2053,SCAN,-86.53333,34.9,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2174,SCAN,-88.31003,33.10768,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2182,SCAN,-85.03693,31.019120000000004,TRUE,TRUE,FALSE,FALSE,FALSE
1141,USCRN,-80.69,28.61,TRUE,FALSE,FALSE,TRUE,FALSE
1128,USCRN,-81.31,25.89,FALSE,FALSE,TRUE,TRUE,TRUE
1530,USCRN,-81.36,27.15,TRUE,TRUE,FALSE,FALSE,FALSE
SCAN:2051,SCAN,-80.55,25.5,TRUE,FALSE,FALSE,TRUE,FALSE
